uid,name,pos,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
JameRi00,Richie James,WR,104,,52.9,23.4,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConkTy00,Tyler Conklin,TE,102.5,107.8,34.9,9.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DobbJK00,J.K. Dobbins,RB,77.7,,159.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrDa06,Damien Harris,RB,82.4,201.1,88.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HubbCh01,Chuba Hubbard,RB,80.7,125.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrubMi00,Mitchell Trubisky,QB,73.9,8.1,153.7,202.8,263,134.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FantNo00,Noah Fant,TE,97.6,125,118.3,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GageRu00,Russell Gage,WR,98.1,130,145.1,74.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MattAl01,Alexander Mattison,RB,80.9,109.9,80.4,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShahRa00,Rashid Shaheed,WR,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowNo00,Noah Brown,WR,93,26.4,22.8,,7.9,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkDe01,DeVante Parker,WR,87.4,83.5,134.8,210.2,48.9,101.5,126.4,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneMa02,Marvin Jones,WR,93.9,143.7,189.8,162.9,98.3,194.6,144.8,141.4,,163.2,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PierAl00,Alec Pierce,WR,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZaccOl01,Olamide Zaccheaus,WR,90,74.3,43.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErtzZa00,Zach Ertz,TE,92.1,143.7,59.5,171.6,222.3,165.4,144.6,132.8,115.2,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HardMe00,Mecole Hardman,WR,81.3,111.4,107.6,106.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaymKa00,Kalif Raymond,WR,92.7,108.4,22.9,25,,-0.4,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CharDJ00,DJ Chark,WR,83.2,30.9,127.1,189.3,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorCh00,Chris Moore,WR,91.1,45.2,,3.6,36.8,56.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartDe02,DeAndre Carter,WR,89.3,74.5,-0.7,19.7,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviCo03,Corey Davis,WR,81.6,88.2,158.9,93.6,151.1,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GallMi00,Michael Gallup,WR,85.9,74,143.8,179.7,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GesiMi00,Mike Gesicki,TE,82.2,128.5,132.8,110.5,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReynJo00,Josh Reynolds,WR,84.9,66.1,98.3,51.4,85.5,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BenjEn00,Eno Benjamin,RB,77.1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GainKe00,Kenneth Gainwell,RB,76.4,106.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OkonCh00,Chigoziem Okonkwo,TE,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WarrJa01,Jaylen Warren,RB,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodMa00,Marquise Goodwin,WR,76.7,47.2,,32.1,75.9,140.6,75.6,3.4,5.5,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HenrHu00,Hunter Henry,TE,83.4,139.3,115.3,122.7,,104.4,111.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HodgIs00,Isaiah Hodgins,WR,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WoodRo02,Robert Woods,WR,89.2,114.7,200.1,187.9,222.6,135.3,93.4,94.7,132.4,100.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GordMe00,Melvin Gordon,RB,74.6,181.1,182.4,159.8,250.5,259.1,230.1,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoonDa00,Darnell Mooney,WR,81.5,179.2,121.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BurkTr00,Treylon Burks,WR,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DortGr01,Greg Dortch,WR,87.1,5.4,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CollNi00,Nico Collins,WR,78.6,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DoubRo00,Romeo Doubs,WR,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClayCh01,Chase Claypool,WR,82,137.1,183.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdwaGu00,Gus Edwards,RB,59.3,,123.7,89.1,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TonyRo00,Robert Tonyan,TE,85.5,41.4,150.6,21,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdmoCh00,Chase Edmonds,RB,66.2,121.8,141.5,76.8,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestNi00,Nick Westbrook-Ikhine,WR,70.2,88.6,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HendDa00,Darrell Henderson,RB,65,148.9,122.3,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RushCo00,Cooper Rush,QB,56.6,24.1,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallDa01,Darren Waller,TE,70.8,106,225.1,176,12.6,,25.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitMi01,Mike White,QB,56.6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillDo00,Dontrell Hilliard,RB,66.7,63.2,5.5,32.1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HoopAu00,Austin Hooper,TE,76.9,73.5,90.5,154.2,127.5,95.1,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiDe01,Demarcus Robinson,WR,79.8,56.9,85.1,84.9,63.8,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JackDe02,Deon Jackson,RB,69.5,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffVa00,Van Jefferson,WR,66.9,143.2,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LikeIs00,Isaiah Likely,TE,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarsTe00,Terrace Marshall Jr.,WR,69,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MossZa00,Zack Moss,RB,59,93.7,94.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SherTr00,Trent Sherfield,WR,68.7,19.2,7.5,10,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BourKe00,Kendrick Bourne,WR,70.8,153,105.2,82.8,93.7,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DissWi00,Will Dissly,TE,69.9,39.6,49.1,62.4,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DulcGr00,Greg Dulcich,TE,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HursHa00,Hayden Hurst,TE,79.4,51.1,121.1,61.9,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoreFo00,Foster Moreau,TE,68.7,70.3,29.5,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiAl02,Allen Robinson,WR,68.4,68,211.9,205.9,125.8,2.2,162.8,264,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatkQu00,Quez Watkins,WR,68,94.5,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HineNy00,Nyheim Hines,RB,66.4,92.6,161.7,95.9,129.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KellJo01,Joshua Kelley,RB,57.8,14.5,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorEl00,Elijah Moore,WR,69.6,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OttoCa00,Cade Otton,TE,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HastJa02,Jamycal Hasty,RB,60,38,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuntTy01,Tyler Huntley,QB,50,82.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WoodJe01,Jelani Woods,TE,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CobbRa00,Randall Cobb,WR,64.7,79.6,81.1,127.4,67.3,126.4,118.3,169.4,247.9,90.6,200.6,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlacJo00,Joe Flacco,QB,48.3,23.8,54.8,84.9,137.1,185,242.5,161.9,262.4,207.6,234.9,202.9,231.3,206.1,183.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IrwiTr00,Trenton Irwin,WR,55.7,4.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JennJa00,Jauan Jennings,WR,65.1,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PennRa00,Rashaad Penny,RB,50.2,118.7,3.4,71.3,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PittKy00,Kyle Pitts,TE,61.6,142.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgneJa00,Jamal Agnew,WR,58.8,64,22.7,11.2,1.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoorRo02,Rondale Moore,WR,67.4,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneJu02,Julio Jones,WR,58.4,64.9,120.6,224.6,269.4,207.9,218.4,307.1,245.4,89.2,222.3,174.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KnigZo00,Zonovan Knight,RB,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PettDa00,Dante Pettis,WR,55.7,20.3,13.6,29,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShenLa00,Laviska Shenault Jr.,WR,59.2,95.5,128.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WrigBr01,Brock Wright,TE,54.6,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtweTu00,Tutu Atwell,WR,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellDa00,Daniel Bellinger,TE,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SkowBe00,Ben Skowronek,WR,64.8,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AghoNe00,Nelson Agholor,WR,59.7,84.9,161.6,74.5,133.4,162.5,69.9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McClRa00,Ray-Ray McCloud,WR,51.1,46.7,22.2,-2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ParkCo02,Colby Parkinson,TE,56.7,5.8,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St.BEq00,Equanimeous St. Brown,WR,54.2,15.7,21.9,,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThorTy00,Tyquan Thornton,WR,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatsJu01,Justin Watson,WR,51,,12.9,35.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WinsJa00,Jameis Winston,QB,43.9,117.4,2.4,305.4,195.8,201.7,256.1,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuntCa02,Caleb Huntley,RB,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RenfHu00,Hunter Renfrow,WR,61,207.6,103.6,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StidJa00,Jarrett Stidham,QB,42.6,,12.9,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrayNo00,Noah Gray,TE,56,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MitcEl00,Elijah Mitchell,RB,42.1,155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScotBo02,Boston Scott,RB,43.7,92.1,83.1,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToneKa00,Kadarius Toney,WR,49.3,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BerrBr00,Braxton Berrios,WR,48.7,98.1,78.8,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BreiMa00,Matt Breida,RB,49.8,39.2,37.5,93.8,149,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BurkRe00,Rex Burkhead,RB,58.9,91.8,95.1,87.6,42.7,114.8,67.4,18.8,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitSh03,Shi Smith,WR,50.6,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BateRa00,Rashod Bateman,WR,46,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ByrdDa00,Damiere Byrd,WR,45.3,51.9,91.4,55.9,1.3,34.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JackJu01,Justin Jackson,RB,45.1,75.2,55.8,26.7,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PruiMy00,MyCole Pruitt,TE,47,41.5,25.4,18,20.7,,2.3,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiddDe00,Desmond Ridder,QB,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WalkPh00,P.J. Walker,QB,39.1,13.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZappBa00,Bailey Zappe,QB,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BridTe00,Teddy Bridgewater,QB,38,202.7,241.2,90.5,7.2,-2.3,,200.4,179.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GreeA.00,A.J. Green,WR,49.6,129.8,87.8,,126.4,189.3,153.4,230.7,170.8,257.6,251.3,185.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomLo00,Logan Thomas,TE,57.8,44.6,140.6,31.3,14.3,16.2,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinsGa00,Gardner Minshew II,QB,36.8,33.7,160.2,229.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EhliSa00,Sam Ehlinger,QB,35.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlieMo00,Mo Alie-Cox,TE,44.4,67.6,64.9,13.3,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JuszKy00,Kyle Juszczyk,RB,44.1,58.8,72.1,40.6,52.4,53.1,55.3,76.9,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LandJa00,Jarvis Landry,WR,47.7,107,152,195.9,176.6,204,184.3,220.4,139.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThomMi05,Michael Thomas,WR,43.1,,63.9,300.1,253,206.5,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UzomC.00,C.J. Uzomah,TE,45.7,103.8,18.7,49.7,83.4,20.2,41.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IngrMa01,Mark Ingram,RB,42.1,95.1,49.9,229.5,132,249,219.2,178.4,177.4,54.9,96.1,85.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitTr03,Tre'Quan Smith,WR,43.3,71.7,86.1,62.4,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlacRa00,Raheem Blackshear,RB,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McBrTr01,Trey McBride,TE,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCoCo00,Colt McCoy,QB,32.8,41.3,18.2,4.3,27.2,,,8.8,62.9,-0.1,8.7,160.5,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TremTo00,Tommy Tremble,TE,42.9,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndeRo04,Chosen Anderson,WR,42.2,112,176.6,136.3,131.4,168.5,93.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DorsPh00,Phillip Dorsett,WR,41.7,14.5,,86.3,65.9,26.1,82.3,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HintKe00,Kendall Hinton,WR,44.4,31,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasoJo00,Jordan Mason,RB,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BryaHa00,Harrison Bryant,TE,46.2,51.8,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnTy02,Ty Johnson,RB,36.8,100,55.3,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatkSa00,Sammy Watkins,WR,38.5,56.9,68.9,112.5,95.1,126.8,69,188.8,165.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GranKy00,Kylen Granson,TE,45.7,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HillJu00,Justice Hill,RB,36,,10.5,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MackMa00,Marlon Mack,RB,34.3,11.9,7.1,174.3,169.6,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitIr01,Irv Smith Jr.,TE,42.7,,83.5,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZylsSh00,Shane Zylstra,TE,35.5,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AbduAm00,Ameer Abdullah,RB,41.6,70.5,26,31.8,2.4,111.9,24.3,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DallDe00,DeeJay Dallas,RB,37.7,49.6,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FergJa00,Jake Ferguson,TE,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HendPe01,Peyton Hendershot,TE,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKiJ.00,J.D. McKissic,RB,42.3,106.4,151.4,66.8,0.8,80.3,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OgunDa00,Dare Ogunbowale,RB,38.7,43.6,24.9,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RobiWa01,Wan'Dale Robinson,WR,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowDy00,Dyami Brown,WR,30.3,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviMa02,Malik Davis,RB,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuliAs00,Ashton Dulin,WR,35,45,7.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HodgKh00,KhaDarel Hodge,WR,34.7,24.2,23.5,9.6,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HomeTr00,Travis Homer,RB,35.1,53.8,28.3,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HowaO.00,O.J. Howard,TE,31.5,26.5,32.1,66.9,103.5,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoneVe00,Velus Jones Jr.,WR,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OlivJo00,Josh Oliver,TE,33.9,11.1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrauAd00,Adam Trautman,TE,35.7,49.8,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PrinBy00,Byron Pringle,WR,30.5,105.8,34.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillJa10,Javonte Williams,RB,34,183.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitJo01,Jonnu Smith,TE,38.5,53.4,119.7,87.2,53.8,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmytDu00,Durham Smythe,TE,32.5,53,45.8,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrigGa00,Gary Brightwell,RB,26.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeywCo00,Connor Heyward,TE,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NailJa00,Jalen Nailor,WR,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PoweBr00,Brandon Powell,WR,35.6,6,23.6,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShakKh00,Khalil Shakir,WR,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
